Timestamp,Temperature (C)
2024-07-09 01:26:12,19.6875
2024-07-09 01:26:13,19.75
2024-07-09 01:26:14,19.6875
2024-07-09 01:26:15,19.75
2024-07-09 01:26:17,19.75
2024-07-09 01:26:18,19.75
2024-07-09 01:26:20,19.75
2024-07-09 01:26:21,19.75
2024-07-09 01:26:22,19.75
2024-07-09 01:26:24,19.75
2024-07-09 01:26:25,19.75
2024-07-09 01:26:26,19.75
2024-07-09 01:26:27,19.75
2024-07-09 01:26:29,19.75
2024-07-09 01:26:30,19.6875
2024-07-09 01:26:32,19.75
2024-07-09 01:26:33,19.75
2024-07-09 01:26:35,19.75
2024-07-09 01:26:36,19.75
2024-07-09 01:26:37,19.75
2024-07-09 01:26:38,19.75
2024-07-09 01:26:40,19.75
2024-07-09 01:26:41,19.75
2024-07-09 01:26:42,19.6875
2024-07-09 01:26:43,19.75
2024-07-09 01:26:45,19.75
2024-07-09 01:26:46,19.75
2024-07-09 01:26:47,19.75
2024-07-09 01:26:49,19.75
2024-07-09 01:26:50,19.6875
2024-07-09 01:26:51,19.75
2024-07-09 01:26:52,19.75
2024-07-09 01:26:53,19.75
2024-07-09 01:26:54,19.75
2024-07-09 01:26:55,19.75
2024-07-09 01:26:56,19.6875
2024-07-09 01:26:57,19.75
2024-07-09 01:26:58,19.6875
2024-07-09 01:27:00,19.75
2024-07-09 01:27:01,19.6875
2024-07-09 01:27:02,19.75
2024-07-09 01:27:04,19.6875
2024-07-09 01:27:05,19.75
2024-07-09 01:27:06,19.6875
2024-07-09 01:27:07,19.75
2024-07-09 01:27:08,19.6875
2024-07-09 01:27:09,19.6875
2024-07-09 01:27:10,19.75
2024-07-09 01:27:12,19.6875
2024-07-09 01:27:13,19.75
2024-07-09 01:27:14,19.6875
2024-07-09 01:27:15,19.75
2024-07-09 01:27:17,19.6875
2024-07-09 01:27:18,19.75
2024-07-09 01:27:20,19.75
2024-07-09 01:27:21,19.75
2024-07-09 01:27:22,19.75
2024-07-09 01:27:24,19.75
2024-07-09 01:27:25,19.8125
2024-07-09 01:27:27,19.75
2024-07-09 01:27:28,19.75
2024-07-09 01:27:29,19.6875
2024-07-09 01:27:31,19.75
2024-07-09 01:27:32,19.75
2024-07-09 01:27:34,19.75
2024-07-09 01:27:35,19.6875
2024-07-09 01:27:37,19.75
2024-07-09 01:27:38,19.75
2024-07-09 01:27:40,19.6875
2024-07-09 01:27:41,19.75
2024-07-09 01:27:43,19.6875
2024-07-09 01:27:44,19.6875
2024-07-09 01:27:46,19.75
2024-07-09 01:27:47,19.6875
2024-07-09 01:27:48,19.75
2024-07-09 01:27:50,19.75
2024-07-09 01:27:51,19.75
2024-07-09 01:27:52,19.6875
2024-07-09 01:27:54,19.75
2024-07-09 01:27:55,19.6875
2024-07-09 01:27:56,19.8125
2024-07-09 01:27:57,19.75
2024-07-09 01:27:58,19.75
2024-07-09 01:27:59,19.75
2024-07-09 01:28:00,19.6875
2024-07-09 01:28:01,19.75
2024-07-09 01:28:02,19.75
2024-07-09 01:28:03,19.75
2024-07-09 01:28:05,19.75
2024-07-09 01:28:06,19.6875
2024-07-09 01:28:07,19.6875
2024-07-09 01:28:08,19.75
2024-07-09 01:28:10,19.75
2024-07-09 01:28:11,19.6875
2024-07-09 01:28:13,19.75
2024-07-09 01:28:14,19.6875
2024-07-09 01:28:15,19.6875
2024-07-09 01:28:16,19.75
2024-07-09 01:28:18,19.75
2024-07-09 01:28:19,19.6875
2024-07-09 01:28:20,19.75
2024-07-09 01:28:22,19.75
2024-07-09 01:28:23,19.75
2024-07-09 01:28:24,19.75
2024-07-09 01:28:26,19.75
2024-07-09 01:28:27,19.75
2024-07-09 01:28:28,19.75
2024-07-09 01:28:29,19.75
2024-07-09 01:28:31,19.75
2024-07-09 01:28:32,19.75
2024-07-09 01:28:34,19.75
2024-07-09 01:28:35,19.75
2024-07-09 01:28:36,19.75
2024-07-09 01:28:37,19.75
2024-07-09 01:28:38,19.75
2024-07-09 01:28:39,19.6875
2024-07-09 01:28:41,19.75
2024-07-09 01:28:42,19.6875
2024-07-09 01:28:43,19.75
2024-07-09 01:28:44,19.75
2024-07-09 01:28:45,19.6875
2024-07-09 01:28:46,19.75
2024-07-09 01:28:48,19.6875
2024-07-09 01:28:49,19.6875
2024-07-09 01:28:50,19.6875
2024-07-09 01:28:51,19.75
2024-07-09 01:28:53,19.75
2024-07-09 01:28:54,19.6875
2024-07-09 01:28:55,19.6875
2024-07-09 01:28:56,19.6875
2024-07-09 01:28:58,19.75
2024-07-09 01:29:00,19.75
2024-07-09 01:29:02,19.75
2024-07-09 01:29:03,19.6875
2024-07-09 01:29:04,19.75
2024-07-09 01:29:05,19.75
2024-07-09 01:29:06,19.6875
2024-07-09 01:29:08,19.75
2024-07-09 01:29:09,19.75
2024-07-09 01:29:10,19.6875
2024-07-09 01:29:11,19.75
2024-07-09 01:29:13,19.6875
2024-07-09 01:29:15,19.75
2024-07-09 01:29:16,19.75
2024-07-09 01:35:11,19.6875
2024-07-09 01:35:12,19.75
2024-07-09 01:35:13,19.6875
2024-07-09 01:35:14,19.6875
2024-07-09 01:40:56,19.625
2024-07-09 01:40:58,19.6875
2024-07-09 01:40:59,19.625
2024-07-09 01:41:00,19.625
2024-07-09 01:41:03,19.625
2024-07-09 01:41:06,19.6875
2024-07-09 01:41:08,19.625
2024-07-09 01:41:09,19.6875
2024-07-09 01:41:12,19.625
2024-07-09 01:41:13,19.625
2024-07-09 01:41:14,19.625
2024-07-09 01:41:15,19.6875
2024-07-09 01:41:17,19.6875
2024-07-09 01:41:18,19.625
2024-07-09 01:41:19,19.625
2024-07-09 01:41:21,19.625
2024-07-09 02:14:30,19.5
2024-07-09 02:14:31,19.5625
2024-07-09 02:14:32,19.5
2024-07-09 02:14:34,19.5625
2024-07-09 02:14:36,19.5625
2024-07-09 02:14:37,19.5
2024-07-09 02:14:39,19.5
2024-07-09 02:14:42,19.5
2024-07-09 02:14:43,19.5625
2024-07-09 02:14:44,19.5625
2024-07-09 02:34:57,19.4375
2024-07-09 02:34:58,19.5
2024-07-09 02:34:59,19.4375
2024-07-09 02:35:00,19.4375
2024-07-09 02:35:02,19.4375
2024-07-09 02:35:04,19.4375
2024-07-09 02:35:05,19.4375
2024-07-09 02:35:06,19.4375
2024-07-09 02:35:08,19.4375
2024-07-09 02:35:11,19.4375
2024-07-09 02:35:13,19.4375
2024-07-09 02:35:15,19.4375
2024-07-09 02:35:17,19.4375
2024-07-09 02:35:18,19.4375
2024-07-09 02:35:20,19.4375
2024-07-09 02:35:22,19.4375
2024-07-09 02:35:25,19.4375
2024-07-09 02:35:27,19.4375
2024-07-09 02:35:28,19.5
